id_run,id_climber,date,run_number,URL,start,end,time_sec,time_frames,finished,side,extra
50_2019-07-05_3,50,2019-07-05,3,https://www.youtube.com/watch?v=i0vHEP6T7fw,2787.63,2793.52,5.892,148,1,l,25
25_2019-07-05_3,25,2019-07-05,3,https://www.youtube.com/watch?v=i0vHEP6T7fw,2787.72,2793.8,6.078,152,1,r,25
52_2019-07-05_3,52,2019-07-05,3,https://www.youtube.com/watch?v=i0vHEP6T7fw,2864.97,2870.48,5.513,138,1,r,25
34_2019-07-05_3,34,2019-07-05,3,https://www.youtube.com/watch?v=i0vHEP6T7fw,2864.95,2870.52,5.573,140,1,l,25
25_2019-07-05_4,25,2019-07-05,4,https://www.youtube.com/watch?v=i0vHEP6T7fw,3303.84,3311.6,7.765,194,1,l,25
50_2019-07-05_4,50,2019-07-05,4,https://www.youtube.com/watch?v=i0vHEP6T7fw,3491.02,3496.56,5.542,139,1,l,25
21_2018-10-21_1,21,2018-10-21,1,https://www.youtube.com/watch?v=eEscR-ZiY2w,1406.85,1412.92,6.07,152,1,l,25
41_2018-10-21_1,41,2018-10-21,1,https://www.youtube.com/watch?v=eEscR-ZiY2w,1406.75,1413.04,6.29,158,1,r,25
29_2018-10-21_1,29,2018-10-21,1,https://www.youtube.com/watch?v=eEscR-ZiY2w,1486.39,1492.72,6.33,159,1,r,25
28_2018-10-21_1,28,2018-10-21,1,https://www.youtube.com/watch?v=eEscR-ZiY2w,1486.38,1493.6,7.22,181,1,l,25
1_2018-10-21_1,1,2018-10-21,1,https://www.youtube.com/watch?v=eEscR-ZiY2w,1576.1,1582.0,5.9,148,1,r,25
34_2018-10-21_1,34,2018-10-21,1,https://www.youtube.com/watch?v=eEscR-ZiY2w,1576.13,1582.08,5.95,149,1,l,25
45_2018-10-21_1,45,2018-10-21,1,https://www.youtube.com/watch?v=eEscR-ZiY2w,1664.0,1670.2,6.2,155,1,l,25
51_2018-10-21_2,51,2018-10-21,2,https://www.youtube.com/watch?v=eEscR-ZiY2w,2207.08,2213.32,6.24,156,1,l,25
4_2018-10-21_2,4,2018-10-21,2,https://www.youtube.com/watch?v=eEscR-ZiY2w,2207.02,2213.56,6.54,164,1,r,25
15_2018-10-21_2,15,2018-10-21,2,https://www.youtube.com/watch?v=eEscR-ZiY2w,2295.05,2301.12,6.07,152,1,r,25
52_2018-10-21_2,52,2018-10-21,2,https://www.youtube.com/watch?v=eEscR-ZiY2w,2295.05,2301.32,6.27,157,1,l,25
21_2018-10-21_2,21,2018-10-21,2,https://www.youtube.com/watch?v=eEscR-ZiY2w,2378.81,2384.52,5.71,143,1,l,25
29_2018-10-21_2,29,2018-10-21,2,https://www.youtube.com/watch?v=eEscR-ZiY2w,2378.76,2384.92,6.16,154,1,r,25
1_2018-10-21_2,1,2018-10-21,2,https://www.youtube.com/watch?v=eEscR-ZiY2w,2469.49,2475.32,5.83,146,1,l,25
45_2018-10-21_2,45,2018-10-21,2,https://www.youtube.com/watch?v=eEscR-ZiY2w,2469.48,2475.4,5.92,148,1,r,25
15_2018-10-21_3,15,2018-10-21,3,https://www.youtube.com/watch?v=eEscR-ZiY2w,3111.82,3117.76,5.94,149,1,r,25
51_2018-10-21_3,51,2018-10-21,3,https://www.youtube.com/watch?v=eEscR-ZiY2w,3111.89,3117.96,6.07,152,1,l,25
21_2018-10-21_3,21,2018-10-21,3,https://www.youtube.com/watch?v=eEscR-ZiY2w,3200.93,3206.64,5.71,143,1,l,25
1_2018-10-21_3,1,2018-10-21,3,https://www.youtube.com/watch?v=eEscR-ZiY2w,3200.96,3206.76,5.8,145,1,r,25
21_2018-10-21_4,21,2018-10-21,4,https://www.youtube.com/watch?v=eEscR-ZiY2w,3671.19,3677.0,5.81,146,1,r,25
15_2018-10-21_4,15,2018-10-21,4,https://www.youtube.com/watch?v=eEscR-ZiY2w,3671.14,3677.08,5.94,149,1,l,25
15_2019-05-03_1,15,2019-05-03,1,https://www.youtube.com/watch?v=KI4L0eokqkc,1231.89,1237.96,6.066,152,1,r,25
41_2019-05-03_1,41,2019-05-03,1,https://www.youtube.com/watch?v=KI4L0eokqkc,1312.38,1318.36,5.984,150,1,l,25
30_2019-05-03_1,30,2019-05-03,1,https://www.youtube.com/watch?v=KI4L0eokqkc,1312.41,1318.52,6.114,153,1,r,25
34_2019-05-03_1,34,2019-05-03,1,https://www.youtube.com/watch?v=KI4L0eokqkc,1384.07,1389.96,5.889,148,1,l,25
42_2019-05-03_1,42,2019-05-03,1,https://www.youtube.com/watch?v=KI4L0eokqkc,1384.08,1390.08,6.002,150,1,r,25
25_2019-05-03_1,25,2019-05-03,1,https://www.youtube.com/watch?v=KI4L0eokqkc,1461.85,1467.88,6.034,151,1,r,25
36_2019-05-03_1,36,2019-05-03,1,https://www.youtube.com/watch?v=KI4L0eokqkc,1461.86,1467.92,6.064,152,1,l,25
1_2019-05-03_1,1,2019-05-03,1,https://www.youtube.com/watch?v=KI4L0eokqkc,1541.34,1547.24,5.904,148,1,l,25
12_2019-05-03_1,12,2019-05-03,1,https://www.youtube.com/watch?v=KI4L0eokqkc,1541.36,1547.56,6.202,155,1,r,25
3_2019-05-03_1,3,2019-05-03,1,https://www.youtube.com/watch?v=KI4L0eokqkc,1614.91,1621.04,6.129,154,1,r,25
52_2019-05-03_1,52,2019-05-03,1,https://www.youtube.com/watch?v=KI4L0eokqkc,1690.18,1696.04,5.85,147,1,l,25
51_2019-05-03_1,51,2019-05-03,1,https://www.youtube.com/watch?v=KI4L0eokqkc,1690.2,1696.64,6.44,161,1,r,25
9_2019-05-03_1,9,2019-05-03,1,https://www.youtube.com/watch?v=KI4L0eokqkc,1778.76,1785.2,6.438,161,1,l,25
15_2019-05-03_2,15,2019-05-03,2,https://www.youtube.com/watch?v=KI4L0eokqkc,2250.38,2256.16,5.783,145,1,l,25
41_2019-05-03_2,41,2019-05-03,2,https://www.youtube.com/watch?v=KI4L0eokqkc,2250.35,2256.2,5.848,147,1,r,25
34_2019-05-03_2,34,2019-05-03,2,https://www.youtube.com/watch?v=KI4L0eokqkc,2324.22,2330.08,5.855,147,1,l,25
25_2019-05-03_2,25,2019-05-03,2,https://www.youtube.com/watch?v=KI4L0eokqkc,2324.27,2330.2,5.926,149,1,r,25
1_2019-05-03_2,1,2019-05-03,2,https://www.youtube.com/watch?v=KI4L0eokqkc,2396.26,2402.0,5.739,144,1,l,25
11_2019-05-03_2,11,2019-05-03,2,https://www.youtube.com/watch?v=KI4L0eokqkc,2396.32,2402.16,5.843,146,1,r,25
34_2019-05-03_3,34,2019-05-03,3,https://www.youtube.com/watch?v=KI4L0eokqkc,3016.68,3022.64,5.962,149,1,r,25
15_2019-05-03_3,15,2019-05-03,3,https://www.youtube.com/watch?v=KI4L0eokqkc,3016.67,3023.24,6.566,165,1,l,25
52_2019-05-03_3,52,2019-05-03,3,https://www.youtube.com/watch?v=KI4L0eokqkc,3098.1,3103.68,5.58,140,1,r,25
1_2019-05-03_3,1,2019-05-03,3,https://www.youtube.com/watch?v=KI4L0eokqkc,3098.13,3103.76,5.627,141,1,l,25
15_2019-05-03_4,15,2019-05-03,4,https://www.youtube.com/watch?v=KI4L0eokqkc,3481.14,3487.0,5.856,147,1,l,25
52_2019-05-03_4,52,2019-05-03,4,https://www.youtube.com/watch?v=KI4L0eokqkc,3672.31,3678.12,5.81,146,1,r,25
34_2019-05-03_4,34,2019-05-03,4,https://www.youtube.com/watch?v=KI4L0eokqkc,3672.51,3678.32,5.81,146,1,l,25
34_2018-10-28_1,34,2018-10-28,1,https://www.youtube.com/watch?v=1qsaxQFSOJA,1053.64,1059.52,5.88,147,1,l,25
36_2018-10-28_1,36,2018-10-28,1,https://www.youtube.com/watch?v=1qsaxQFSOJA,1134.89,1140.84,5.95,149,1,l,25
28_2018-10-28_1,28,2018-10-28,1,https://www.youtube.com/watch?v=1qsaxQFSOJA,1134.87,1140.92,6.05,152,1,r,25
54_2018-10-28_1,54,2018-10-28,1,https://www.youtube.com/watch?v=1qsaxQFSOJA,1295.0,1301.04,6.04,151,1,l,25
51_2018-10-28_1,51,2018-10-28,1,https://www.youtube.com/watch?v=1qsaxQFSOJA,1295.01,1302.44,7.43,186,1,r,25
21_2018-10-28_1,21,2018-10-28,1,https://www.youtube.com/watch?v=1qsaxQFSOJA,1378.77,1386.32,7.55,189,1,l,25
11_2018-10-28_1,11,2018-10-28,1,https://www.youtube.com/watch?v=1qsaxQFSOJA,1468.62,1474.52,5.9,148,1,l,25
46_2018-10-28_1,46,2018-10-28,1,https://www.youtube.com/watch?v=1qsaxQFSOJA,1468.63,1474.6,5.97,150,1,r,25
1_2018-10-28_1,1,2018-10-28,1,https://www.youtube.com/watch?v=1qsaxQFSOJA,1563.77,1569.84,6.07,152,1,l,25
35_2018-10-28_1,35,2018-10-28,1,https://www.youtube.com/watch?v=1qsaxQFSOJA,1563.76,1570.32,6.56,164,1,r,25
29_2018-10-28_1,29,2018-10-28,1,https://www.youtube.com/watch?v=1qsaxQFSOJA,1665.05,1671.12,6.07,152,1,r,25
4_2018-10-28_1,4,2018-10-28,1,https://www.youtube.com/watch?v=1qsaxQFSOJA,1665.03,1673.56,8.53,214,1,l,25
52_2018-10-28_2,52,2018-10-28,2,https://www.youtube.com/watch?v=1qsaxQFSOJA,2221.6,2227.36,5.76,144,1,l,25
54_2018-10-28_2,54,2018-10-28,2,https://www.youtube.com/watch?v=1qsaxQFSOJA,2221.55,2227.52,5.97,150,1,r,25
1_2018-10-28_2,1,2018-10-28,2,https://www.youtube.com/watch?v=1qsaxQFSOJA,2379.66,2385.52,5.86,147,1,l,25
29_2018-10-28_2,29,2018-10-28,2,https://www.youtube.com/watch?v=1qsaxQFSOJA,2379.69,2386.44,6.75,169,1,r,25
34_2018-10-28_3,34,2018-10-28,3,https://www.youtube.com/watch?v=1qsaxQFSOJA,2995.78,3001.6,5.82,146,1,l,25
21_2018-10-28_3,21,2018-10-28,3,https://www.youtube.com/watch?v=1qsaxQFSOJA,3075.64,3081.2,5.56,139,1,l,25
1_2018-10-28_3,1,2018-10-28,3,https://www.youtube.com/watch?v=1qsaxQFSOJA,3075.61,3081.28,5.67,142,1,r,25
1_2018-10-28_4,1,2018-10-28,4,https://www.youtube.com/watch?v=1qsaxQFSOJA,3430.88,3438.48,7.6,190,1,r,25
34_2018-10-28_4,34,2018-10-28,4,https://www.youtube.com/watch?v=1qsaxQFSOJA,3511.4,3517.0,5.6,140,1,l,25
21_2018-10-28_4,21,2018-10-28,4,https://www.youtube.com/watch?v=1qsaxQFSOJA,3511.42,3517.04,5.62,141,1,r,25
54_2019-10-19_1,54,2019-10-19,1,https://www.youtube.com/watch?v=pJKVOWApsEU,328.65,334.4,5.754,144,1,l,25
34_2019-10-19_1,34,2019-10-19,1,https://www.youtube.com/watch?v=pJKVOWApsEU,400.58,406.44,5.855,147,1,r,25
22_2019-10-19_1,22,2019-10-19,1,https://www.youtube.com/watch?v=pJKVOWApsEU,400.63,406.64,6.012,151,1,l,25
36_2019-10-19_1,36,2019-10-19,1,https://www.youtube.com/watch?v=pJKVOWApsEU,480.84,486.6,5.759,144,1,l,25
26_2019-10-19_1,26,2019-10-19,1,https://www.youtube.com/watch?v=pJKVOWApsEU,480.82,486.68,5.856,147,1,r,25
45_2019-10-19_1,45,2019-10-19,1,https://www.youtube.com/watch?v=pJKVOWApsEU,548.2,554.12,5.922,148,1,r,25
50_2019-10-19_1,50,2019-10-19,1,https://www.youtube.com/watch?v=pJKVOWApsEU,548.21,554.16,5.95,149,1,l,25
52_2019-10-19_1,52,2019-10-19,1,https://www.youtube.com/watch?v=pJKVOWApsEU,616.18,621.92,5.735,144,1,l,25
42_2019-10-19_1,42,2019-10-19,1,https://www.youtube.com/watch?v=pJKVOWApsEU,616.25,623.04,6.795,170,1,r,25
31_2019-10-19_1,31,2019-10-19,1,https://www.youtube.com/watch?v=pJKVOWApsEU,689.58,695.48,5.904,148,1,r,25
1_2019-10-19_1,1,2019-10-19,1,https://www.youtube.com/watch?v=pJKVOWApsEU,763.82,771.2,7.383,185,1,l,25
11_2019-10-19_1,11,2019-10-19,1,https://www.youtube.com/watch?v=pJKVOWApsEU,849.62,855.44,5.822,146,1,l,25
30_2019-10-19_1,30,2019-10-19,1,https://www.youtube.com/watch?v=pJKVOWApsEU,849.65,855.56,5.914,148,1,r,25
54_2019-10-19_2,54,2019-10-19,2,https://www.youtube.com/watch?v=pJKVOWApsEU,1620.95,1626.48,5.528,139,1,l,25
34_2019-10-19_2,34,2019-10-19,2,https://www.youtube.com/watch?v=pJKVOWApsEU,1620.95,1626.76,5.806,146,1,r,25
52_2019-10-19_2,52,2019-10-19,2,https://www.youtube.com/watch?v=pJKVOWApsEU,1763.78,1770.24,6.457,162,1,l,25
11_2019-10-19_2,11,2019-10-19,2,https://www.youtube.com/watch?v=pJKVOWApsEU,1841.43,1847.04,5.608,141,1,r,25
1_2019-10-19_2,1,2019-10-19,2,https://www.youtube.com/watch?v=pJKVOWApsEU,1841.43,1847.8,6.366,160,1,l,25
54_2019-10-19_3,54,2019-10-19,3,https://www.youtube.com/watch?v=pJKVOWApsEU,2581.71,2587.28,5.568,140,1,l,25
45_2019-10-19_3,45,2019-10-19,3,https://www.youtube.com/watch?v=pJKVOWApsEU,2581.7,2587.6,5.899,148,1,r,25
44_2019-10-19_3,44,2019-10-19,3,https://www.youtube.com/watch?v=pJKVOWApsEU,2661.59,2667.12,5.528,139,1,l,25
11_2019-10-19_3,11,2019-10-19,3,https://www.youtube.com/watch?v=pJKVOWApsEU,2661.64,2667.2,5.56,139,1,r,25
11_2019-10-19_4,11,2019-10-19,4,https://www.youtube.com/watch?v=pJKVOWApsEU,3123.44,3129.08,5.635,141,1,r,25
45_2019-10-19_4,45,2019-10-19,4,https://www.youtube.com/watch?v=pJKVOWApsEU,3123.44,3129.2,5.763,144,1,l,25
